"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","SEX","SEX_NAME","SEX_CODE","SEX_TYPE","SEX_TYPECODE","SEX_SORTORDER","AGE","AGE_NAME","AGE_CODE","AGE_TYPE","AGE_TYPECODE","AGE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"1982","1982","1982","date",0,1,"2013265922","North West","E12000002","regions",480,1,"7","Total","7","sex",0,0,"25","Aged 65 and over","25","age",0,3,"20100","Value",1045327,"A","Normal Value","F","Free (free for publication)","Nm-31d1d31712e0d2013265922d7d25d20100",81,3168
"1982","1982","1982","date",0,1,"2013265922","North West","E12000002","regions",480,1,"7","Total","7","sex",0,0,"20","Aged 16 - 59/64","20","age",0,4,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-31d1d31712e0d2013265922d7d20d20100",82,3168
"1982","1982","1982","date",0,1,"2013265922","North West","E12000002","regions",480,1,"7","Total","7","sex",0,0,"21","Aged 18 - 24","21","age",0,5,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-31d1d31712e0d2013265922d7d21d20100",83,3168
"1982","1982","1982","date",0,1,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"7","Total","7","sex",0,0,"0","All ages","0","age",0,0,"20100","Value",4906968,"A","Normal Value","F","Free (free for publication)","Nm-31d1d31712e0d2013265923d7d0d20100",84,3168
"1982","1982","1982","date",0,1,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"7","Total","7","sex",0,0,"24","Aged 0 - 15","24","age",0,1,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-31d1d31712e0d2013265923d7d24d20100",85,3168
"1982","1982","1982","date",0,1,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"7","Total","7","sex",0,0,"22","Aged 16 - 64","22","age",0,2,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-31d1d31712e0d2013265923d7d22d20100",86,3168
"1982","1982","1982","date",0,1,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"7","Total","7","sex",0,0,"25","Aged 65 and over","25","age",0,3,"20100","Value",742128,"A","Normal Value","F","Free (free for publication)","Nm-31d1d31712e0d2013265923d7d25d20100",87,3168
"1982","1982","1982","date",0,1,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"7","Total","7","sex",0,0,"20","Aged 16 - 59/64","20","age",0,4,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-31d1d31712e0d2013265923d7d20d20100",88,3168
"1982","1982","1982","date",0,1,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"7","Total","7","sex",0,0,"21","Aged 18 - 24","21","age",0,5,"20100","Value",,"Q","These figures are missing.","F","Free (free for publication)","Nm-31d1d31712e0d2013265923d7d21d20100",89,3168
"1982","1982","1982","date",0,1,"2013265924","East Midlands","E12000004","regions",480,3,"7","Total","7","sex",0,0,"0","All ages","0","age",0,0,"20100","Value",3849393,"A","Normal Value","F","Free (free for publication)","Nm-31d1d31712e0d2013265924d7d0d20100",90,3168
