"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","COMPONENT_OF_GDHI","COMPONENT_OF_GDHI_NAME","COMPONENT_OF_GDHI_CODE","COMPONENT_OF_GDHI_TYPE","COMPONENT_OF_GDHI_TYPECODE","COMPONENT_OF_GDHI_SORTORDER","MEASURE","MEASURE_NAME","MEASURE_CODE","MEASURE_TYPE","MEASURE_TYPECODE","MEASURE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2002","2002","2002","date",0,5,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",62686,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265929d0d1d20100",136,624
"2002","2002","2002","date",0,5,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12597,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265929d0d2d20100",137,624
"2002","2002","2002","date",0,5,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",32132,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265930d0d1d20100",138,624
"2002","2002","2002","date",0,5,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",10993,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265930d0d2d20100",139,624
"2002","2002","2002","date",0,5,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",59216,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265931d0d1d20100",140,624
"2002","2002","2002","date",0,5,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11689,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265931d0d2d20100",141,624
"2002","2002","2002","date",0,5,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",17269,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265932d0d1d20100",142,624
"2002","2002","2002","date",0,5,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",10173,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32032e1d2013265932d0d2d20100",143,624
"2003","2003","2003","date",0,6,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",27848,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265921d0d1d20100",144,624
"2003","2003","2003","date",0,6,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",10962,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265921d0d2d20100",145,624
"2003","2003","2003","date",0,6,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",80195,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265922d0d1d20100",146,624
"2003","2003","2003","date",0,6,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11768,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265922d0d2d20100",147,624
"2003","2003","2003","date",0,6,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",58397,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265923d0d1d20100",148,624
"2003","2003","2003","date",0,6,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11618,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265923d0d2d20100",149,624
"2003","2003","2003","date",0,6,"2013265924","East Midlands","E12000004","regions",480,3,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",50446,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265924d0d1d20100",150,624
"2003","2003","2003","date",0,6,"2013265924","East Midlands","E12000004","regions",480,3,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11856,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265924d0d2d20100",151,624
"2003","2003","2003","date",0,6,"2013265925","West Midlands","E12000005","regions",480,4,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",62735,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265925d0d1d20100",152,624
"2003","2003","2003","date",0,6,"2013265925","West Midlands","E12000005","regions",480,4,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11780,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265925d0d2d20100",153,624
"2003","2003","2003","date",0,6,"2013265926","East","E12000006","regions",480,5,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",74438,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265926d0d1d20100",154,624
"2003","2003","2003","date",0,6,"2013265926","East","E12000006","regions",480,5,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",13598,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265926d0d2d20100",155,624
"2003","2003","2003","date",0,6,"2013265927","London","E12000007","regions",480,6,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",123224,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265927d0d1d20100",156,624
"2003","2003","2003","date",0,6,"2013265927","London","E12000007","regions",480,6,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",16664,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265927d0d2d20100",157,624
"2003","2003","2003","date",0,6,"2013265928","South East","E12000008","regions",480,7,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",121701,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265928d0d1d20100",158,624
"2003","2003","2003","date",0,6,"2013265928","South East","E12000008","regions",480,7,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",15047,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265928d0d2d20100",159,624
"2003","2003","2003","date",0,6,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",64734,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265929d0d1d20100",160,624
"2003","2003","2003","date",0,6,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12930,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265929d0d2d20100",161,624
"2003","2003","2003","date",0,6,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",33503,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265930d0d1d20100",162,624
"2003","2003","2003","date",0,6,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11404,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265930d0d2d20100",163,624
"2003","2003","2003","date",0,6,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",61232,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265931d0d1d20100",164,624
"2003","2003","2003","date",0,6,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12081,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265931d0d2d20100",165,624
"2003","2003","2003","date",0,6,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",18145,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265932d0d1d20100",166,624
"2003","2003","2003","date",0,6,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",10643,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32048e1d2013265932d0d2d20100",167,624
"2004","2004","2004","date",0,7,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",29140,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265921d0d1d20100",168,624
"2004","2004","2004","date",0,7,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11470,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265921d0d2d20100",169,624
"2004","2004","2004","date",0,7,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",83555,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265922d0d1d20100",170,624
"2004","2004","2004","date",0,7,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12215,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265922d0d2d20100",171,624
"2004","2004","2004","date",0,7,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",60779,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265923d0d1d20100",172,624
"2004","2004","2004","date",0,7,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12004,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265923d0d2d20100",173,624
"2004","2004","2004","date",0,7,"2013265924","East Midlands","E12000004","regions",480,3,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",52822,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265924d0d1d20100",174,624
"2004","2004","2004","date",0,7,"2013265924","East Midlands","E12000004","regions",480,3,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12309,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265924d0d2d20100",175,624
"2004","2004","2004","date",0,7,"2013265925","West Midlands","E12000005","regions",480,4,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",65175,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265925d0d1d20100",176,624
"2004","2004","2004","date",0,7,"2013265925","West Midlands","E12000005","regions",480,4,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12190,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265925d0d2d20100",177,624
"2004","2004","2004","date",0,7,"2013265926","East","E12000006","regions",480,5,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",77263,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265926d0d1d20100",178,624
"2004","2004","2004","date",0,7,"2013265926","East","E12000006","regions",480,5,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",14026,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265926d0d2d20100",179,624
"2004","2004","2004","date",0,7,"2013265927","London","E12000007","regions",480,6,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",130588,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265927d0d1d20100",180,624
"2004","2004","2004","date",0,7,"2013265927","London","E12000007","regions",480,6,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",17569,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265927d0d2d20100",181,624
"2004","2004","2004","date",0,7,"2013265928","South East","E12000008","regions",480,7,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",127094,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265928d0d1d20100",182,624
"2004","2004","2004","date",0,7,"2013265928","South East","E12000008","regions",480,7,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",15627,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265928d0d2d20100",183,624
"2004","2004","2004","date",0,7,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",67495,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265929d0d1d20100",184,624
"2004","2004","2004","date",0,7,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",13396,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265929d0d2d20100",185,624
"2004","2004","2004","date",0,7,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",35098,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265930d0d1d20100",186,624
"2004","2004","2004","date",0,7,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11868,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265930d0d2d20100",187,624
"2004","2004","2004","date",0,7,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",64389,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265931d0d1d20100",188,624
"2004","2004","2004","date",0,7,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12664,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265931d0d2d20100",189,624
"2004","2004","2004","date",0,7,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",19267,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265932d0d1d20100",190,624
"2004","2004","2004","date",0,7,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11241,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32064e1d2013265932d0d2d20100",191,624
"2005","2005","2005","date",0,8,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",29795,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265921d0d1d20100",192,624
"2005","2005","2005","date",0,8,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11697,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265921d0d2d20100",193,624
"2005","2005","2005","date",0,8,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",86551,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265922d0d1d20100",194,624
"2005","2005","2005","date",0,8,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12598,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265922d0d2d20100",195,624
"2005","2005","2005","date",0,8,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",62844,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265923d0d1d20100",196,624
"2005","2005","2005","date",0,8,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12302,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265923d0d2d20100",197,624
"2005","2005","2005","date",0,8,"2013265924","East Midlands","E12000004","regions",480,3,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",54733,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265924d0d1d20100",198,624
"2005","2005","2005","date",0,8,"2013265924","East Midlands","E12000004","regions",480,3,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12643,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265924d0d2d20100",199,624
"2005","2005","2005","date",0,8,"2013265925","West Midlands","E12000005","regions",480,4,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",66673,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265925d0d1d20100",200,624
"2005","2005","2005","date",0,8,"2013265925","West Midlands","E12000005","regions",480,4,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12391,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265925d0d2d20100",201,624
"2005","2005","2005","date",0,8,"2013265926","East","E12000006","regions",480,5,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",80835,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265926d0d1d20100",202,624
"2005","2005","2005","date",0,8,"2013265926","East","E12000006","regions",480,5,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",14532,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265926d0d2d20100",203,624
"2005","2005","2005","date",0,8,"2013265927","London","E12000007","regions",480,6,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",139759,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265927d0d1d20100",204,624
"2005","2005","2005","date",0,8,"2013265927","London","E12000007","regions",480,6,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",18587,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265927d0d2d20100",205,624
"2005","2005","2005","date",0,8,"2013265928","South East","E12000008","regions",480,7,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",132765,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265928d0d1d20100",206,624
"2005","2005","2005","date",0,8,"2013265928","South East","E12000008","regions",480,7,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",16185,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265928d0d2d20100",207,624
"2005","2005","2005","date",0,8,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",70703,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265929d0d1d20100",208,624
"2005","2005","2005","date",0,8,"2013265929","South West","E12000009","regions",480,8,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",13901,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265929d0d2d20100",209,624
"2005","2005","2005","date",0,8,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",36114,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265930d0d1d20100",210,624
"2005","2005","2005","date",0,8,"2013265930","Wales","W92000004","regions",480,9,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12162,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265930d0d2d20100",211,624
"2005","2005","2005","date",0,8,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",66887,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265931d0d1d20100",212,624
"2005","2005","2005","date",0,8,"2013265931","Scotland","S92000003","regions",480,10,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",13089,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265931d0d2d20100",213,624
"2005","2005","2005","date",0,8,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",20412,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265932d0d1d20100",214,624
"2005","2005","2005","date",0,8,"2013265932","Northern Ireland","N92000002","regions",480,11,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",11814,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32080e1d2013265932d0d2d20100",215,624
"2006","2006","2006","date",0,9,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",30941,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32096e1d2013265921d0d1d20100",216,624
"2006","2006","2006","date",0,9,"2013265921","North East","E12000001","regions",480,0,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",12121,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32096e1d2013265921d0d2d20100",217,624
"2006","2006","2006","date",0,9,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",89819,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32096e1d2013265922d0d1d20100",218,624
"2006","2006","2006","date",0,9,"2013265922","North West","E12000002","regions",480,1,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"2","GDHI per head (£)","2","meas",1000,1,"20100","Value",13014,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32096e1d2013265922d0d2d20100",219,624
"2006","2006","2006","date",0,9,"2013265923","Yorkshire and The Humber","E12000003","regions",480,2,"0","Gross Disposable Household Income (GDHI)","0","gdhic",1000,0,"1","Gross Disposable Household Income - GDHI (£m)","1","meas",1000,0,"20100","Value",65350,"A","Normal Value","F","Free (free for publication)","Nm-185d1d32096e1d2013265923d0d1d20100",220,624
