region_code,metric,year,value,ci_lower,ci_upper,ci_width,cv
E12000008,gdhi_total_mn_gbp,2004,127094.0,,,,
E12000009,gdhi_per_head_gbp,2004,13396.0,,,,
E12000009,gdhi_total_mn_gbp,2004,67495.0,,,,
N92000002,gdhi_per_head_gbp,2004,11241.0,,,,
N92000002,gdhi_total_mn_gbp,2004,19267.0,,,,
S92000003,gdhi_per_head_gbp,2004,12664.0,,,,
S92000003,gdhi_total_mn_gbp,2004,64389.0,,,,
W92000004,gdhi_per_head_gbp,2004,11868.0,,,,
W92000004,gdhi_total_mn_gbp,2004,35098.0,,,,
E12000001,gdhi_per_head_gbp,2005,11697.0,,,,
E12000001,gdhi_total_mn_gbp,2005,29795.0,,,,
E12000002,gdhi_per_head_gbp,2005,12598.0,,,,
E12000002,gdhi_total_mn_gbp,2005,86551.0,,,,
E12000003,gdhi_per_head_gbp,2005,12302.0,,,,
E12000003,gdhi_total_mn_gbp,2005,62844.0,,,,
E12000004,gdhi_per_head_gbp,2005,12643.0,,,,
E12000004,gdhi_total_mn_gbp,2005,54733.0,,,,
E12000005,gdhi_per_head_gbp,2005,12391.0,,,,
E12000005,gdhi_total_mn_gbp,2005,66673.0,,,,
E12000006,gdhi_per_head_gbp,2005,14532.0,,,,
E12000006,gdhi_total_mn_gbp,2005,80835.0,,,,
E12000007,gdhi_per_head_gbp,2005,18587.0,,,,
E12000007,gdhi_total_mn_gbp,2005,139759.0,,,,
E12000008,gdhi_per_head_gbp,2005,16185.0,,,,
E12000008,gdhi_total_mn_gbp,2005,132765.0,,,,
E12000009,gdhi_per_head_gbp,2005,13901.0,,,,
E12000009,gdhi_total_mn_gbp,2005,70703.0,,,,
N92000002,gdhi_per_head_gbp,2005,11814.0,,,,
N92000002,gdhi_total_mn_gbp,2005,20412.0,,,,
S92000003,gdhi_per_head_gbp,2005,13089.0,,,,
S92000003,gdhi_total_mn_gbp,2005,66887.0,,,,
W92000004,gdhi_per_head_gbp,2005,12162.0,,,,
W92000004,gdhi_total_mn_gbp,2005,36114.0,,,,
E12000001,gdhi_per_head_gbp,2006,12121.0,,,,
E12000001,gdhi_total_mn_gbp,2006,30941.0,,,,
E12000002,gdhi_per_head_gbp,2006,13014.0,,,,
E12000002,gdhi_total_mn_gbp,2006,89819.0,,,,
E12000003,gdhi_per_head_gbp,2006,12729.0,,,,
E12000003,gdhi_total_mn_gbp,2006,65350.0,,,,
E12000004,gdhi_per_head_gbp,2006,13052.0,,,,
E12000004,gdhi_total_mn_gbp,2006,56995.0,,,,
E12000005,gdhi_per_head_gbp,2006,12852.0,,,,
E12000005,gdhi_total_mn_gbp,2006,69601.0,,,,
E12000006,gdhi_per_head_gbp,2006,14977.0,,,,
E12000006,gdhi_total_mn_gbp,2006,83967.0,,,,
E12000007,gdhi_per_head_gbp,2006,19521.0,,,,
E12000007,gdhi_total_mn_gbp,2006,148319.0,,,,
E12000008,gdhi_per_head_gbp,2006,16918.0,,,,
E12000008,gdhi_total_mn_gbp,2006,139927.0,,,,
E12000009,gdhi_per_head_gbp,2006,14614.0,,,,
E12000009,gdhi_total_mn_gbp,2006,74819.0,,,,
N92000002,gdhi_per_head_gbp,2006,12403.0,,,,
