region,region_code,metric,year,value,source,data_type,ci_lower,ci_upper,method,quality_metrics
East Midlands,TLF,nominal_gva_mn_gbp,2009,81084.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2009,125541.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2009,98608.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2009,148304.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2009,118559.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2009,398270.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2009,307243.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2009,253869.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2009,208306.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2009,136591.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2009,105857.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2009,62030.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2009,48710.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2009,142595.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2009,112920.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2009,41216.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2009,31354.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2010,53692.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2010,44838.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2010,176810.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2010,140494.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2010,122506.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2010,97826.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2010,109042.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2010,83954.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2010,129821.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2010,102000.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2010,151009.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2010,119996.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2010,411224.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2010,319155.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2010,265012.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2010,213782.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2010,141600.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2010,109239.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2010,63113.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2010,49938.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2010,143242.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2010,112827.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2010,40655.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2010,31000.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2011,54363.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2011,45621.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2011,176037.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2011,141439.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2011,123910.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2011,99400.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2011,110398.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2011,85178.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2011,133767.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2011,105200.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2011,151373.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2011,120744.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2011,423693.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2011,331055.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2011,270609.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2011,219779.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2011,142295.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2011,110531.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2011,64951.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2011,51893.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2011,145327.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2011,115662.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2011,41387.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2011,31636.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2012,55505.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2012,46772.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2012,179724.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2012,145795.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2012,125713.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2012,101772.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2012,112294.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2012,88426.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2012,135796.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2012,108734.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2012,153741.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2012,124608.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2012,437373.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2012,344979.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2012,276794.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2012,227513.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2012,143799.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2012,113873.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2012,66019.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2012,53603.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2012,147443.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2012,119265.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2012,42233.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2012,32952.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2013,55223.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2013,47447.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2013,182560.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2013,150838.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2013,126800.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2013,104433.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2013,114917.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2013,92063.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2013,139004.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2013,113782.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2013,157639.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2013,130010.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2013,450399.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2013,362515.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2013,281399.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2013,235678.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2013,144861.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2013,117149.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2013,67089.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2013,55504.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2013,151086.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2013,124638.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2013,42811.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2013,34012.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2014,56425.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2014,48865.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2014,187866.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2014,156789.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2014,129075.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2014,107643.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2014,117171.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2014,95446.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2014,143952.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2014,119185.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2014,164496.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2014,137035.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2014,469765.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2014,386936.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2014,289698.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2014,245399.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2014,150594.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2014,123383.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2014,68096.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2014,56920.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2014,155861.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2014,130440.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2014,43702.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2014,35071.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2015,58299.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2015,50570.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2015,193054.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2015,162866.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2015,133148.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2015,112293.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2015,118599.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2015,98321.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2015,147770.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2015,123674.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2015,167327.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2015,141969.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2015,476078.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2015,400610.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2015,297771.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2015,255027.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2015,151429.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2015,126159.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2015,69625.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2015,58697.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2015,157361.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2015,131988.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2015,44177.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2015,36351.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2016,58090.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2016,51319.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2016,195924.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2016,168631.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2016,134219.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2016,114445.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2016,119971.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2016,100929.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2016,151398.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2016,129396.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2016,171040.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2016,148110.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2016,495864.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2016,425828.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2016,298435.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2016,261020.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2016,153973.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2016,130719.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2016,71332.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2016,61023.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2016,158021.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2016,134155.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2016,46116.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2016,38547.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2017,59263.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2017,52719.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2017,202563.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2017,176803.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2017,138061.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2017,120022.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2017,121846.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2017,104692.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2017,156659.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2017,136041.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2017,180176.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2017,158305.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2017,505319.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2017,441034.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2017,305231.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2017,270866.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2017,159266.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2017,137276.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2017,72688.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2017,63140.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2017,163282.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2017,140881.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2017,47169.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2017,40230.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2018,59575.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2018,53545.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2018,204476.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2018,181321.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2018,140040.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2018,123795.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2018,124434.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2018,109384.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2018,158836.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2018,140713.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2018,180461.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2018,161802.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2018,515106.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2018,457797.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2018,310794.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2018,280390.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2018,160105.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2018,141038.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2018,74542.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2018,65445.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2018,163026.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2018,143492.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2018,47460.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2018,41386.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2019,61102.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2019,56060.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2019,209462.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2019,190043.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2019,141692.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2019,128503.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2019,125899.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2019,113395.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2019,157849.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2019,143711.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2019,183978.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2019,168571.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2019,521458.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2019,472257.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2019,321149.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2019,296235.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2019,163301.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2019,147026.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2019,75779.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2019,68327.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2019,165620.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2019,149254.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2019,49047.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2019,43818.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2020,54146.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2020,52695.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2020,192257.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2020,185588.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2020,128398.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2020,123567.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2020,115406.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2020,110619.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2020,141339.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2020,135792.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2020,165281.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2020,159982.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2020,455122.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2020,435749.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2020,301562.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2020,291483.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2020,148165.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2020,140831.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2020,68578.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2020,65096.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2020,147123.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2020,141398.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2020,43793.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2020,42146.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2021,59981.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2021,57240.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2021,209825.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2021,199341.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2021,144897.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2021,137374.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2021,125857.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2021,118965.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2021,155226.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2021,146778.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2021,181286.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2021,173622.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2021,490253.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2021,468464.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2021,318069.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2021,303748.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2021,165780.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2021,156691.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2021,72608.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2021,68348.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2021,160321.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2021,151916.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2021,49270.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2021,46614.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2022,62364.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2022,62364.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2022,221845.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2022,221845.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2022,150684.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2022,150684.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2022,128254.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2022,128254.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2022,158960.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2022,158960.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2022,187608.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2022,187608.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2022,529771.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2022,529771.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2022,326144.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2022,326144.0,gva,historical,,,,
South West,TLK,chained_gva_mn_gbp,2022,170624.0,gva,historical,,,,
South West,TLK,nominal_gva_mn_gbp,2022,170624.0,gva,historical,,,,
Wales,TLL,chained_gva_mn_gbp,2022,74977.0,gva,historical,,,,
Wales,TLL,nominal_gva_mn_gbp,2022,74977.0,gva,historical,,,,
Scotland,TLM,chained_gva_mn_gbp,2022,166866.0,gva,historical,,,,
Scotland,TLM,nominal_gva_mn_gbp,2022,166866.0,gva,historical,,,,
Northern Ireland,TLN,chained_gva_mn_gbp,2022,50701.0,gva,historical,,,,
Northern Ireland,TLN,nominal_gva_mn_gbp,2022,50701.0,gva,historical,,,,
North East,TLC,chained_gva_mn_gbp,2023,63502.0,gva,historical,,,,
North East,TLC,nominal_gva_mn_gbp,2023,68891.0,gva,historical,,,,
North West,TLD,chained_gva_mn_gbp,2023,223858.0,gva,historical,,,,
North West,TLD,nominal_gva_mn_gbp,2023,243386.0,gva,historical,,,,
Yorkshire & Humber,TLE,chained_gva_mn_gbp,2023,150896.0,gva,historical,,,,
Yorkshire & Humber,TLE,nominal_gva_mn_gbp,2023,163826.0,gva,historical,,,,
East Midlands,TLF,chained_gva_mn_gbp,2023,128538.0,gva,historical,,,,
East Midlands,TLF,nominal_gva_mn_gbp,2023,139722.0,gva,historical,,,,
West Midlands,TLG,chained_gva_mn_gbp,2023,160747.0,gva,historical,,,,
West Midlands,TLG,nominal_gva_mn_gbp,2023,174608.0,gva,historical,,,,
East of England,TLH,chained_gva_mn_gbp,2023,189294.0,gva,historical,,,,
East of England,TLH,nominal_gva_mn_gbp,2023,205310.0,gva,historical,,,,
London,TLI,chained_gva_mn_gbp,2023,531531.0,gva,historical,,,,
London,TLI,nominal_gva_mn_gbp,2023,577141.0,gva,historical,,,,
South East,TLJ,chained_gva_mn_gbp,2023,326057.0,gva,historical,,,,
South East,TLJ,nominal_gva_mn_gbp,2023,354501.0,gva,historical,,,,
