region,region_code,metric,year,value,source,data_type,ci_lower,ci_upper,method,quality_metrics
South East,TLJ,emp_total_jobs,2024,4378349.1870996235,model,forecast,4291330.916449519,4467131.987117042,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,emp_total_jobs,2025,4425807.597058146,model,forecast,4329318.875160275,4524446.7896702215,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,emp_total_jobs,2026,4473780.424798244,model,forecast,4367460.803094046,4582688.24648155,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,emp_total_jobs,2027,4522273.246268505,model,forecast,4405797.338118713,4641828.423875824,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,emp_total_jobs,2028,4571291.6978571145,model,forecast,4444358.74105278,4701849.919061071,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,emp_total_jobs,2029,4620841.477046975,model,forecast,4483168.116059233,4762742.641640333,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,emp_total_jobs,2030,4670928.343077939,model,forecast,4522243.546918601,4824501.679268256,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South East,TLJ,nominal_gva_mn_gbp,2024,351050.5089560286,model,forecast,329359.24114099925,373780.76606813667,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,TLJ,nominal_gva_mn_gbp,2025,363610.0997859407,model,forecast,332319.83834145084,397432.3337199275,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,TLJ,nominal_gva_mn_gbp,2026,376619.0371280789,model,forecast,337357.5871796411,420011.94777678564,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,TLJ,nominal_gva_mn_gbp,2027,390093.39732527896,model,forecast,343554.2280521635,442475.76678761316,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,TLJ,nominal_gva_mn_gbp,2028,404049.831886294,model,forecast,350571.0130087554,465201.8641397751,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,TLJ,nominal_gva_mn_gbp,2029,418505.5880635975,model,forecast,358243.96358050214,488395.0238393436,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South East,TLJ,nominal_gva_mn_gbp,2030,433478.53016740433,model,forecast,366482.4739097427,512188.19300137437,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03227560335162166), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2024,171097.76089288847,model,forecast,159276.1284625406,183556.18609094122,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2025,173257.71504337888,model,forecast,156616.44875552168,191416.27336315668,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2026,175434.12831940062,model,forecast,155048.1440801705,198240.6250958547,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2027,177627.25353482174,model,forecast,154030.52585835237,204570.71706061054,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2028,179837.34614987145,model,forecast,153357.14842998364,210613.79300792923,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2029,182064.66423581043,model,forecast,152923.58023107308,216475.0934954266,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,chained_gva_mn_gbp,2030,184309.46844282033,model,forecast,152668.62131412205,222216.63837930543,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03619424971600199), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,emp_total_jobs,2024,2614347.424019396,model,forecast,2561811.8762098607,2667960.3279803637,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,emp_total_jobs,2025,2642162.669396346,model,forecast,2583921.681404859,2701716.3955821195,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,emp_total_jobs,2026,2670273.853969545,model,forecast,2606112.3008718155,2736015.0415651957,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,emp_total_jobs,2027,2698684.12637229,model,forecast,2628408.1736862925,2770839.052642135,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,emp_total_jobs,2028,2727396.66873765,model,forecast,2650827.4585639853,2806177.5822523516,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,emp_total_jobs,2029,2756414.6970548527,model,forecast,2673383.982602778,2842024.2028766996,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,emp_total_jobs,2030,2785741.4615295366,model,forecast,2696088.533902858,2878375.6144872685,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
South West,TLK,nominal_gva_mn_gbp,2024,180681.99873255685,model,forecast,160909.7668764209,200008.68425599977,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,nominal_gva_mn_gbp,2025,186320.6962344721,model,forecast,159512.46607958397,216965.33946279302,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,nominal_gva_mn_gbp,2026,193216.85191273896,model,forecast,159796.05564605823,232909.25238815174,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,nominal_gva_mn_gbp,2027,200371.5086383807,model,forecast,160953.68241209208,248675.96487835332,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,nominal_gva_mn_gbp,2028,207794.48739916604,model,forecast,162685.45245819597,264595.29485947994,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,nominal_gva_mn_gbp,2029,215495.98762777285,model,forecast,164844.05452453624,280845.76639104896,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
South West,TLK,nominal_gva_mn_gbp,2030,223486.6020033039,model,forecast,167346.07296001655,297543.35251679854,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.055489039081063445), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2024,77104.11925847425,model,forecast,72639.72672923226,81768.28877452592,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2025,78117.65513157519,model,forecast,71812.21350670497,84899.28505162918,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2026,79144.51396298173,model,forecast,71400.26316247231,87648.75864856105,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2027,80184.8708833651,model,forecast,71200.60789463042,90220.47644912564,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2028,81238.90332549477,model,forecast,71135.61795074306,92692.57455619196,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2029,82306.79105449868,model,forecast,71166.01444460971,95104.84558017494,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,chained_gva_mn_gbp,2030,83388.71619852252,model,forecast,71268.77422013867,97480.83388193071,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03019834907002889), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,emp_total_jobs,2024,1309325.1363983604,model,forecast,1291691.6386700864,1327199.357402085,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,emp_total_jobs,2025,1319735.4800169934,model,forecast,1300232.557664473,1339530.9377148615,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,emp_total_jobs,2026,1330228.5954783456,model,forecast,1308793.050645719,1352015.2138302308,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,emp_total_jobs,2027,1340805.1408949846,model,forecast,1317381.3414187364,1364645.4290253932,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,emp_total_jobs,2028,1351465.779612074,model,forecast,1326003.4908061165,1377417.0023882154,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,emp_total_jobs,2029,1362211.1802489902,model,forecast,1334664.0681441522,1390326.8574358057,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,emp_total_jobs,2030,1373042.016741252,model,forecast,1343366.5962822677,1403372.9772306753,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Wales,TLL,nominal_gva_mn_gbp,2024,80371.90619758761,model,forecast,73997.96927573199,87143.11545114606,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,nominal_gva_mn_gbp,2025,83097.1464510875,model,forecast,73959.55871781641,93201.36136835725,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,nominal_gva_mn_gbp,2026,85914.79380043269,model,forecast,74505.92659456338,98898.4375629972,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,nominal_gva_mn_gbp,2027,88827.98157353896,model,forecast,75363.08816133736,104516.59384790162,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,nominal_gva_mn_gbp,2028,91839.94934280167,model,forecast,76429.06509695483,110166.37778759158,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,nominal_gva_mn_gbp,2029,94954.04652761987,model,forecast,77653.76176812497,115906.76958548537,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,TLL,nominal_gva_mn_gbp,2030,98173.73611907469,model,forecast,79008.85204861249,121775.30682384096,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.041712786146260845), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2024,169728.91806910772,model,forecast,158154.0829516963,181918.72661516903,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2025,171260.7184476202,model,forecast,155021.1149847194,188960.39884133975,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2026,172776.10805728153,model,forecast,152951.94575504874,194920.9402381319,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2027,174276.8390710319,model,forecast,151413.89805286814,200336.34149105393,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2028,175764.5542225453,model,forecast,150203.9143330803,205412.78625709194,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2029,177240.79275139282,model,forecast,149219.62215595288,210255.59516056976,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,chained_gva_mn_gbp,2030,178706.996212134,model,forecast,148401.31523509815,214927.25407409423,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.03571180201681626), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,emp_total_jobs,2024,2566930.2255555685,model,forecast,2517638.2833984517,2617187.2370706,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,emp_total_jobs,2025,2582815.647067567,model,forecast,2528408.7781561348,2638393.2552242978,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,emp_total_jobs,2026,2598799.375348523,model,forecast,2539122.9779718714,2659878.332756631,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,emp_total_jobs,2027,2614882.0187688684,model,forecast,2549803.523758743,2681621.5086255847,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,emp_total_jobs,2028,2631064.1894639437,model,forecast,2560466.8738147067,2703608.0176917454,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,emp_total_jobs,2029,2647346.503357264,model,forecast,2571125.2233113707,2725827.3713373276,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,emp_total_jobs,2030,2663729.580183999,model,forecast,2581787.7755711996,2748272.0862978026,Linear,"{'history_years': 15, 'cv_performance': None, 'constraints_applied': True, 'method': 'Linear'}"
Scotland,TLM,nominal_gva_mn_gbp,2024,182091.77209316083,model,forecast,164276.6381029302,201297.1020899514,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,nominal_gva_mn_gbp,2025,188633.9539197832,model,forecast,163164.52918203958,217493.69335757993,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,nominal_gva_mn_gbp,2026,195411.18284688971,model,forecast,163654.84507680018,232703.35471014943,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,nominal_gva_mn_gbp,2027,202431.9036320418,model,forecast,164980.8683457926,247717.68777456498,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,nominal_gva_mn_gbp,2028,209704.86443552325,model,forecast,166857.31401632103,262847.8600481736,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,nominal_gva_mn_gbp,2029,217239.1277209748,model,forecast,169143.88759928526,278261.0866753572,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Scotland,TLM,nominal_gva_mn_gbp,2030,225044.08154766532,model,forecast,171761.04050563704,294064.91639961983,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.051844416357109034), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2024,50804.379653889846,model,forecast,46553.8285453316,55335.38717940506,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2025,51436.50228126993,model,forecast,45476.059078320126,58065.22127710217,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2026,52076.48995923764,model,forecast,44794.70125019707,60424.46509448794,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2027,52724.44054700249,model,forecast,44314.15322764405,62609.11364865564,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2028,53380.45312136653,model,forecast,43959.68473570353,64694.296269351034,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2029,54044.62799187377,model,forecast,43693.461772021124,66718.25197106766,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,chained_gva_mn_gbp,2030,54717.06671614795,model,forecast,43493.2894841202,68703.58666336388,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.04408249247112874), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2024,54591.69952383132,model,forecast,46606.00459617544,59979.95743991312,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2025,55049.09288724861,model,forecast,45959.69359565844,65663.55851642486,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2026,57197.48370352963,model,forecast,45876.69005409095,71017.10681897335,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2027,59429.719372784384,model,forecast,46082.92135623901,76325.30736841276,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2028,61749.07209265848,model,forecast,46476.610741280485,81701.04795706745,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2029,64158.94176425238,model,forecast,47007.75443185194,87205.94334645777,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Northern Ireland,TLN,nominal_gva_mn_gbp,2030,66662.860975981,model,forecast,47647.995272180466,92880.48389818272,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0643574175825225), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2023,19324.18596788794,model,forecast,18601.335920143636,20067.606618991293,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2024,19858.82885586607,model,forecast,18817.940590861643,20949.442549778567,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2025,20408.26372618905,model,forecast,19106.798337768567,21790.213923969142,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2026,20972.899829118294,model,forecast,19436.841282750873,22621.873785738153,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2027,21553.157737655725,model,forecast,19796.514064024588,23456.887774508516,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2028,22149.46966081033,model,forecast,20180.172299034057,24301.836374165934,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2029,22762.27976553181,model,forecast,20584.66216315676,25160.83606665411,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_per_head_gbp,2030,23392.044507551633,model,forecast,21008.084355964333,26036.776118772894,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.0193554852612275), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2023,60774.60184659287,model,forecast,58255.90678409904,63372.95320856685,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2024,62593.89034094387,model,forecast,58962.66994461958,66418.09520043802,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2025,64463.39287582325,model,forecast,59916.6686763622,69323.15640539087,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2026,66384.43125523455,model,forecast,61010.15011004608,72198.8120878542,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2027,68358.36159096037,model,forecast,62203.053935526616,75088.12339497432,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2028,70386.57519181492,model,forecast,63475.79108629657,78013.7607710399,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2029,72470.49947586149,model,forecast,64817.38271226337,80989.86713957798,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
Wales,W92000004,gdhi_total_mn_gbp,2030,74611.59890618928,model,forecast,66221.17852325784,84026.34177215789,Ensemble(2 models),"{'history_years': 26, 'cv_performance': np.float64(0.021477467743469657), 'constraints_applied': True, 'method': 'Ensemble(2 models)'}"
North East,TLC,productivity_gbp_per_job,2009,43692.687747035576,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2010,44350.14836795252,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2011,45348.906560636184,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2012,46725.27472527473,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2013,47164.01590457257,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2014,47258.22050290136,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2015,47572.90686735654,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2016,49487.94599807136,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2017,49547.93233082707,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2018,50898.28897338403,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2019,52392.52336448598,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2020,50668.269230769234,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2021,52658.69365225391,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2022,58338.63423760524,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2023,62514.51905626134,calculated,historical,,,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2024,61573.885538922885,calculated,forecast,55099.35553726633,67812.08969012981,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2025,63263.799143136166,calculated,forecast,53503.36034720191,72663.92980419617,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2026,64947.376385729396,calculated,forecast,53046.74267192215,76905.62278022272,derived_monte_carlo,
North East,TLC,productivity_gbp_per_job,2027,67054.85814293673,calculated,forecast,52419.36795998221,81297.41414983971,derived_monte_carlo,
